ccn,cares_provider_orig,cares_city_orig,cares_state_orig
330014,JAMAICA HOSPITAL,MELVILLE,NY
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN,BROOKLYN,NY
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC,BROOKLYN,NY
330023,VASSAR BROTHERS MEDICAL CENTER,POUGHKEEPSIE,NY
330023,VASSAR BROTHERS HOSPITAL,LAGRANGEVILLE,NY
330024,MOUNT SINAI HOSPITAL,NEW YORK,NY
330027,NUHEALTH - NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY
330027,NASSAU HEALTH CARE CORPORATION,EAST MEADOW,NY
330028,RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY
330028,RICHMOND MEDICAL CENTER,STATEN ISLAND,NY
330030,NEWARK WAYNE COMMUNITY HOSPITAL,ROCHESTER,NY
330033,UHS CHENANGO MEMORIAL HOSPITAL,NORWICH,NY
330033,"CHENANGO MEMORIAL HOSPITAL, INC",NORWICH,NY
330043,SOUTHSIDE HOSPITAL,BAY SHORE,NY
330044,FAXTON ST. LUKE'S HEALTHCARE,New Hartford,NY
330045,HUNTINGTON HOSPITAL,HUNTINGTON,NY
330045,HUNTINGTON HOSPITAL ASSOCIATION,WESTBURY,NY
330046,MOUNT SINAI MORNINGSIDE (FKA MOUNT SINAI ST LUKES),NEW YORK,NY
330046,MOUNT SINAI WEST (FKA ROOSEVELT HOSPITAL MOUNT SINAI ROOSEVELT),NEW YORK,NY
330046,ST LUKES-ROOSEVELT HOSPITAL CENTER,NEW YORK,NY
330046,ST. LUKES ROOSEVELT HOSPITAL CENTER,NEW YORK,NY
330047,ST. MARY'S HEALTHCARE,AMSTERDAM,NY
330048,FAXTON ST LUKES HEALTHCARE - ST LUKES CAMPUS,UTICA,NY
330049,NORTHERN DUTCHESS HOSPITAL,LAGRANGEVILLE,NY
330055,NEWYORK-PRESBYTERIAN QUEENS,FLUSHING,NY
330055,NEWYORK-PRESBYTERIAN-QUEENS,FLUSHING,NY
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,BROOKLYN,NY
330056,BROOKLYN HOSPITAL CENTER,BROOKLYN,NY
330057,ST PETERS HOSPITAL,ALBANY,NY
330057,ST PETERS HOSPITAL OF THE CITY OF ALBANY,ALBANY,NY
330058,GENEVA GENERAL HOSPITAL INC,GENEVA,NY
330059,CHILDRENS HOSPITAL AT MONTEFIORE,BRONX,NY
330059,MONTEFIORE HOSPITAL - EINSTEIN CAMPUS (AKA JACK D WEILER HOSPITAL),BRONX,NY
330059,MONTEFIORE HOSPITAL - MOSES CAMPUS,BRONX,NY
330059,MONTEFIORE MEDICAL CENTER,YONKERS,NY
330061,NEWYORK-PRESBYTERIAN LAWRENCE HOSPITAL (FKA LAWRENCE HOSPITAL CENTER),BRONXVILLE,NY
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NIAGARA FALLS,NY
330067,MIDHUDSON REGIONAL HOSPITAL (FKA ST FRANCIS HOSPITAL),POUGHKEEPSIE,NY
330072,MONTEFIORE WAKEFIELD CAMPUS,BRONX,NY
330073,UNITED MEMORIAL MEDICAL CENTER,BATAVIA,NY
330074,FREDERICK FERRIS THOMPSON HOSPITAL,CANANDAIGUA,NY
330078,SISTERS OF CHARITY HOSPITAL,BUFFALO,NY
330078,SISTERS OF CHARITY HOSPITAL OF BUFFALO NEW YORK,BUFFALO,NY
330079,ADIRONDACK MEDICAL CENTER,TUPPER LAKE,NY
330080,NYC HEALTH AND HOSPITALS - LINCOLN (FKA LINCOLN MEDICAL & MENTAL HEALTH CENTER),BRONX,NY
330080,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330084,ALICE HYDE MEDICAL CENTER,MALONE,NY
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL STAMFORD,ONEONTA,NY
330086,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY
330086,MONTEFIORE MOUNT VERNON HOSPITAL,YONKERS,NY
330090,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY
330091,ST JOSEPH CAMPUS OF SISTERS OF CHARITY HOSPITAL,CHEEKTOWAGA,NY
330094,COLUMBIA MEMORIAL HOSPITAL,HUDSON,NY
330096,THE MEMORIAL HOSPITAL OF WILLIAM F AND GERTRUDE F JONES INC,WELLSVILLE,NY
330101,NEWYORK-PRESBYTERIAN ALLEN HOSPITAL,NEW YORK,NY
330101,NEWYORK-PRESBYTERIAN LOWER MANHATTAN HOSPITAL (AKA NEW YORK DOWNTOWN HOSPITAL),NEW YORK,NY
330101,NEWYORK-PRESBYTERIAN MORGAN STANLEY CHILDRENS HOSPITAL,NEW YORK,NY
330101,NEWYORK-PRESBYTERIAN/COLUMBIA UNIVERSITY IRVING MEDICAL CENTER,NEW YORK,NY
330101,NEWYORK-PRESBYTERIAN/WEILL CORNELL MEDICAL CENTER,NEW YORK,NY
330101,THE NEW YORK AND PRESBYTERIAN HOSPITAL,NEW YORK,NY
330102,KENMORE MERCY HOSPITAL,KENMORE,NY
330102,KENMORE MERCY HOSPITAL,BUFFALO,NY
330103,OLEAN GENERAL HOSPITAL,OLEAN,NY
330104,MONTEFIORE NYACK HOSPITAL (FKA NYACK HOSPITAL),NYACK,NY
330104,MONTEFIORE NYACK HOSPITAL,NYACK,NY
330106,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY
330106,SANDRA ATLAS BASS HEART HOSPITAL AT NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY
330107,PECONIC BAY MEDICAL CENTER,RIVERHEAD,NY
330107,CENTRAL SUFFOLK HOSPITAL,RIVERHEAD,NY
330115,ONEIDA HEALTH SYSTEMS INC,ONEIDA,NY
330119,LENOX HILL HOSPITAL,NEW YORK,NY
330119,LENOX HILL HOSPITAL,WESTBURY,NY
330122,ST JOHNS RIVERSIDE HOSPITAL - ANDRUS PAVILION,YONKERS,NY
330125,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY
330126,ORANGE REGIONAL MEDICAL CENTER,MIDDLETOWN,NY
330127,NYC HEALTH AND HOSPITALS - JACOBI (FKA JACOBI MEDICAL CENTER),BRONX,NY
330127,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330128,NYC HEALTH AND HOSPITALS - ELMHURST (FKA ELMHURST HOSPITAL CENTER),ELMHURST,NY
330128,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330135,BON SECOURS COMMUNITY HOSPITAL,PORT JERVIS,NY
330136,MARY IMOGENE BASSETT HOSPITAL,COOPERSTOWN,NY
330140,ST JOSEPHS HEALTH HOSPITAL (FKA ST JOSEPHS HOSPITAL HEALTH CENTER),SYRACUSE,NY
330140,ST JOSEPHS HOSPITAL HEALTH CENTER,SYRACUSE,NY
330141,LONG ISLAND COMMUNITY HOSPITAL (FKA BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER),PATCHOGUE,NY
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,E PATCHOGUE,NY
330151,ST JAMES HOSPITAL (FKA ST JAMES MERCY HOSPITAL),HORNELL,NY
330151,ST JAMES HOSPITAL,HORNELL,NY
330153,ELLIS HOSPITAL,SCHENECTADY,NY
330154,MEMORIAL SLOAN KETTERING CANCER CENTER,NEW YORK,NY
330157,SAMARITAN MEDICAL CENTER,WATERTOWN,NY
330158,GOOD SAMARITAN HOSPITAL,SUFFERN,NY
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,WEST NYACK,NY
330160,STATEN ISLAND UNIVERSITY HOSPITAL - NORTH CAMPUS,STATEN ISLAND,NY
330160,STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH CAMPUS,STATEN ISLAND,NY
330160,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY
330162,NORTHERN WESTCHESTER HOSPITAL,MOUNT KISCO,NY
330162,NORTHERN WESTCHESTER HOSPITAL ASSOCIATION,MT KISCO,NY
330163,EASTERN NIAGARA HOSPITAL INC,LOCKPORT,NY
330164,HIGHLAND HOSPITAL (NY),ROCHESTER,NY
330164,HIGHLAND HOSPITAL OF ROCHESTER,ROCHESTER,NY
330167,NYU WINTHROP HOSPITAL (FKA WINTHROP UNIVERSITY HOSPITAL),MINEOLA,NY
330169,MOUNT SINAI BETH ISRAEL (FKA MOUNT SINAI BETH ISRAEL MEDICAL CENTER BROOKLYN HOSPITAL CENTER),NEW YORK,NY
330169,MOUNT SINAI BROOKLYN (AKA MOUNT SINAI BETH ISRAEL BROOKLYN MEDICAL CENTER - KINGS HIGHWAY DIVISION BROOKLYN),BROOKLYN,NY
330169,BETH ISRAEL MEDICAL CENTER,NEW YORK,NY
330175,GUTHRIE CORTLAND MEDICAL CENTER,CORTLAND,NY
330180,SAMARITAN HOSPITAL OF TROY NEW YORK,ALBANY,NY
330181,GLEN COVE HOSPITAL,GLEN COVE,NY
330181,GLEN COVE HOSPITAL,WESTBURY,NY
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,ROSLYN,NY
330182,ST FRANCIS HOSPITAL,ROSLYN,NY
330184,MONTEFIORE NEW ROCHELLE HOSPITAL (FKA SOUND SHORE MEDICAL CENTER OF WESTCHESTER),NEW ROCHELLE,NY
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,YONKERS,NY
330185,JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON (AKA MATHER HOSPITAL),PORT JEFFERSON,NY
330185,JOHN T MATHER MEMORIAL HOSPITAL,PORT JEFFERSON,NY
330188,MOUNT ST. MARYS HOSPITAL OF NIAGARA FALLS,BUFFALO,NY
330191,GLENS FALLS HOSPITAL INC,GLENS FALLS,NY
330193,FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,NY
330193,FLUSHING HOSPITAL & MEDICAL CENTER,FLUSHING,NY
330194,MAIMONIDES MEDICAL CENTER,BROOKLYN,NY
330195,LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,NY
330195,LONG ISLAND JEWISH VALLEY STREAM (FKA FRANKLIN HOSPITAL),VALLEY STREAM,NY
330195,ZUCKER HILLSIDE HOSPITAL,GLEN OAKS,NY
330195,LONG ISLAND JEWISH MEDICAL CENTER,WESTBURY,NY
330196,NYC HEALTH AND HOSPITALS - CONEY ISLAND (FKA CONEY ISLAND HOSPITAL),BROOKLYN,NY
330196,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330197,CANTON-POTSDAM HOSPITAL,POTSDAM,NY
330198,MOUNT SINAI SOUTH NASSAU (FKA SOUTH NASSAU COMMUNITIES HOSPITAL),OCEANSIDE,NY
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,OCEANSIDE,NY
330199,NYC HEALTH AND HOSPITALS - METROPOLITAN (FKA METROPOLITAN HOSPITAL CENTER),NEW YORK,NY
330199,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330201,KINGSBROOK JEWISH MEDICAL CENTER,BROOKLYN,NY
330202,NYC HEALTH AND HOSPITALS - KINGS COUNTY (FKA KINGS COUNTY HOSPITAL CENTER),BROOKLYN,NY
330202,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330203,CROUSE HEALTH HOSPITAL INC,SYRACUSE,NY
330204,NYC HEALTH AND HOSPITALS - BELLEVUE (FKA BELLEVUE HOSPITAL CENTER),NEW YORK,NY
330204,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330205,ST ANTHONY COMMUNITY HOSPITAL,WARWICK,NY
330205,ST. ANTHONY COMMUNITY HOSPITAL,WARWICK,NY
330208,ST JOHN'S RIVERSIDE HOSPITAL,YONKERS,NY
330211,CLAXTON-HEPBURN MEDICAL CENTER,OGDENSBURG,NY
330214,TISCH HOSPITAL,NEW YORK,NY
330214,NYU LANGONE HOSPITALS,NEW YORK,NY
330215,ROME MEMORIAL HOSPITAL,ROME,NY
330215,"ROME MEMORIAL HOSPITAL, INC.",ROME,NY
330218,OSWEGO HOSPITAL,OSWEGO,NY
330219,ERIE COUNTY MEDICAL CENTER (AKA ECMC),BUFFALO,NY
330219,ERIE COUNTY MEDICAL CENTER CORPORATION,BUFFALO,NY
330221,WYCKOFF HEIGHTS MEDICAL CENTER,BROOKLYN,NY
330222,SARATOGA HOSPITAL,MENANDS,NY
330223,TOWN OF MASSENA,MASSENA,NY
330224,HEALTHALLIANCE MARYS AVENUE CAMPUS,LAKE KATRINE,NY
330226,UNITY HOSPITAL,ROCHESTER,NY
330226,THE UNITY HOSPITAL OF ROCHESTER,ROCHESTER,NY
330229,"BROOKS - TLC HOSPITAL SYSTEM, INC.",DUNKIRK,NY
330231,NYC HEALTH AND HOSPITALS - QUEENS (FKA QUEENS HOSPITAL CENTER),JAMAICA,NY
330231,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330233,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKLYN,NY
330234,WESTCHESTER MEDICAL CENTER,VALHALLA,NY
330234,WESTCHESTER COUNTY HEALTH CARE CORPORATION,VALHALLA,NY
330235,AUBURN COMMUNITY HOSPITAL,AUBURN,NY
330236,NEWYORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL (FKA NEW YORK METHODIST HOSPITAL),BROOKLYN,NY
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST,BROOKLYN,NY
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,DANSVILLE,NY
330239,UPMC CHAUTAUQUA AT WCA,PITTSURGH,PA
330240,NYC HEALTH AND HOSPITALS - HARLEM (FKA HARLEM HOSPITAL CENTER),NEW YORK,NY
330240,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330241,UPSTATE UNIVERSITY HOSPITAL - DOWNTOWN CAMPUS,SYRACUSE,NY
330241,SUNY HEALTH SCIENCE CENTER AT SYRACUSE,SYRACUSE,NY
330245,ST ELIZABETH MEDICAL CENTER,UTICA,NY
330246,ST CHARLES HOSPITAL,PORT JEFFERSON,NY
330246,ST CHARLES HOSPITAL CORP,MELVILLE,NY
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER,PLATTSBURGH,NY
330258,MOUNT SINAI MEDICAL CENTER (AKA THE MOUNT SINAI HOSPITAL),NEW YORK,NY
330258,MOUNT SINAI QUEENS,ASTORIA,NY
330259,MERCY MEDICAL CENTER (NY),ROCKVILLE CENTRE,NY
330259,MERCY MEDICAL CENTER,MELVILLE,NY
330261,PHELPS HOSPITAL,SLEEPY HOLLOW,NY
330261,PHELPS MEMORIAL HOSPITAL ASSOCIATION,SLEEPY HOLLOW,NY
330264,ST LUKES CORNWALL HOSPITAL - NEWBURGH CAMPUS,NEWBURGH,NY
330264,ST. LUKE'S CORNWALL HOSPITAL,NEWBURGH,NY
330265,CLIFTON SPRINGS SANITARIUM CO,ROCHESTER,NY
330267,NEWYORK-PRESBYTERIAN HUDSON HOSPITAL (FKA HUDSON VALLEY HOSPITAL CENTER),CORTLANDT MANOR,NY
330267,HUDSON VALLEY HOSPITAL CENTER,CORTLANDT MANOR,NY
330270,HOSPITAL FOR SPECIAL SURGERY,NEW YORK,NY
330273,PUTNAM HOSPITAL CENTER,CARMEL,NY
330273,PUTNAM HOSPITAL CENTER,LAGRANGEVILLE,NY
330276,NATHAN LITTAUER HOSPITAL,GLOVERSVILLE,NY
330276,NATHAN LITTAUER HOSPITAL ASSOCIATION,GLOVERSVILLE,NY
330277,CORNING HOSPITAL,CORNING,NY
330279,MERCY HOSPITAL OF BUFFALO,BUFFALO,NY
330285,GOLISANO CHILDRENS HOSPITAL,ROCHESTER,NY
330285,STRONG MEMORIAL HOSPITAL,ROCHESTER,NY
330285,UNIVERSITY OF ROCHESTER,ROCHESTER,NY
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,WEST ISLIP,NY
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,MELVILLE,NY
330304,WHITE PLAINS HOSPITAL,WHITE PLAINS,NY
330304,WHITE PLAINS HOSPITAL MEDICAL CENTER,WHITE PLAINS,NY
330307,CAYUGA MEDICAL CENTER AT ITHACA,ITHACA,NY
330331,PLAINVIEW HOSPITAL,PLAINVIEW,NY
330331,PLAINVIEW HOSPITAL,Westbury,NY
330332,ST JOSEPH HOSPITAL (NY),BETHPAGE,NY
330332,"WSNCHS NORTH, INC.",MELVILLE,NY
330350,UNIVERSITY HOSPITAL OF BROOKLYN AT SUNY DOWNSTATE MEDICAL CENTER,BROOKLYN,NY
330350,STATE OF NEW YORK COMPTROLLERS OFFICE,NEW YORK,NY
330353,LONG ISLAND JEWISH FOREST HILLS (FKA FOREST HILLS HOSPITAL),FOREST HILLS,NY
330385,NYC HEALTH AND HOSPITALS - NORTH CENTRAL BRONX (FKA NORTH CENTRAL BRONX HOSPITAL),BRONX,NY
330385,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330386,CATSKILL REGIONAL MEDICAL CENTER - HARRIS CAMPUS,MONTICELLO,NY
330386,CATSKILL REGIONAL MEDICAL CENTER,HARRIS,NY
330393,STONY BROOK UNIVERSITY HOSPITAL,STONY BROOK,NY
330393,UNIVERSITY HOSPITAL AT STONY BROOK,STONY BROOK,NY
330394,UNITED HEALTH SERVICES HOSPITALS INC,BINGHAMTON,NY
330395,ST JOHNS EPISCOPAL HOSPITAL AT SOUTH SHORE,FAR ROCKAWAY,NY
330395,EPISCOPAL HEALTH SERVICES INC,BETHPAGE,NY
330396,NYC HEALTH AND HOSPITALS - WOODHULL (FKA WOODHULL MEDICAL AND MENTAL HEALTH CENTER),BROOKLYN,NY
330396,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY
330397,INTERFAITH MEDICAL CENTER,BROOKLYN,NY
330399,ST BARNABAS HOSPITAL,BRONX,NY
330401,ST CATHERINE OF SIENA MEDICAL CENTER,SMITHTOWN,NY
330401,ST CATHERINE OF SIENA MEDICAL CENTER,MELVILLE,NY
330404,BURKE REHABILITATION HOSPITAL,WHITE PLAINS,NY
330406,SUNNYVIEW REHABILITATION HOSPITAL (FKA SUNNYVIEW HOSPITAL AND REHABILITATION CENTER),SCHENECTADY,NY
331310,ELLENVILLE REGIONAL HOSPITAL,ELLENVILLE,NY
332006,ARCHCARE AT CALVARY HOSPITAL - BRONX CAMPUS,BRONX,NY
337143,THE VALLEY HOSPITAL (AKA VALLEY HEALTH SYSTEM),RIDGEWOOD,NJ
340001,ATRIUM HEALTH CABARRUS (FKA CAROLINAS HEALTHCARE SYSTEM NORTHEAST),CONCORD,NC
340001,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340002,"MH MISSION HOSPITAL, LLLP",ASHEVILLE,NC
340003,NORTHERN HOSPITAL DISTRICT OF SURRY COUNTY.,MOUNT AIRY,NC
340004,HIGH POINT REGIONAL HEALTH,HIGH POINT,NC
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC
340008,SCOTLAND MEMORIAL HOSPITAL INC,LAURINBURG,NC
340010,WAYNE UNC HEALTH CARE (FKA WAYNE MEMORIAL HOSPITAL),GOLDSBORO,NC
340010,WAYNE MEMORIAL HOSPITAL INC,GOLDSBORO,NC
340013,"DLP RUTHERFORD REGIONAL HEALTH SYSTEM, LLC",RUTHERFORDTON,NC
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER (FKA FORSYTH MEMORIAL HOSPITAL),WINSTON SALEM,NC
340014,FORSYTH MEMORIAL HOSPITAL INC,CHARLOTTE,NC
340015,ROWAN REGIONAL MEDICAL CENTER INC,WINSTON SALEM,NC
340016,"DLP HARRIS REGIONAL HOSPITAL, LLC",SYLVA,NC
340017,HENDERSON COUNTY HOSPITAL CORPORATION,HENDERSONVILLE,NC
340020,DLP CENTRAL CAROLINA MEDICAL CENTER LLC,SANFORD,NC
340021,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340023,FLETCHER HOSPITAL INC,FLETCHER,NC
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC
340027,"LENOIR MEMORIAL HOSPITAL, INCORPORATED",KINSTON,NC
340028,CUMBERLAND COUNTY HOSPITAL SYSTEM INC,CHARLOTTE,NC
340030,DUKE UNIVERSITY HOSPITAL,DURHAM,NC
340030,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DURHAM,NC
340032,CAROMONT REGIONAL MEDICAL CENTER (AKA CAROMONT HEALTH),GASTONIA,NC
340032,"GASTON MEMORIAL HOSPITAL, INCORPORATED",GASTONIA,NC
340039,IREDELL MEMORIAL HOSPITAL INCORPORATED,STATESVILLE,NC
340040,VIDANT MEDICAL CENTER (FKA PITT COUNTY MEMORIAL HOSPITAL),GREENVILLE,NC
340040,PITT COUNTY MEMORIAL HOSPITAL INC,GREENVILLE,NC
340041,CALDWELL MEMORIAL HOSPITAL INC,LENOIR,NC
340042,ONSLOW MEMORIAL HOSPITAL INC,JACKSONVILLE,NC
340047,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON-SALEM,NC
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC
340051,WATAUGA MEDICAL CENTER INC,BOONE,NC
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER (FKA PRESBYTERIAN HOSPITAL),CHARLOTTE,NC
340053,THE PRESBYTERIAN HOSPITAL,WINSTON SALEM,NC
340060,UNC ROCKINGHAM HEALTH CARE INC,CHAPEL HILL,NC
340061,UNC MEDICAL CENTER (FKA UNIVERSITY OF NORTH CAROLINA HOSPITALS - MEMORIAL HOSPITAL),CHAPEL HILL,NC
340064,WRMC HOSPITAL OPERATING CORPORATION,NORTH WILKESBORO,NC
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC
340069,WAKEMED RALEIGH CAMPUS,RALEIGH,NC
340069,WAKEMED,CHARLOTTE,NC
340070,"ALAMANCE REGIONAL MEDICAL CENTER, INC",GREENSBORO,NC
340071,HARNETT HEALTH SYSTEM INC,FAYETTEVILLE,NC
340073,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DURHAM,NC
340075,BLUE RIDGE HEALTHCARE HOSPITALS INC,MORGANTON,NC
340085,COMMUNITY GENERAL HEALTH PARTNERS INC,WINSTON SALEM,NC
340087,"MH MISSION HOSPITAL MCDOWELL, LLLP",BRENTWOOD,TN
340090,JOHNSTON HEALTH SERVICES CORPORATION,CHARLOTTE,NC
340091,CONE HEALTH (FKA MOSES CONE MEMORIAL HEALTH),GREENSBORO,NC
340091,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION,GREENSBORO,NC
340096,LEXINGTON MEDICAL CENTER,LEXINGTON,NC
340097,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",ELKIN,NC
340098,ATRIUM HEALTH PINEVILLE (FKA CAROLINAS HEALTHCARE SYSTEM PINEVILLE),CHARLOTTE,NC
340098,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340099,VIDANT ROANOKE-CHOWAN HOSPITAL,AHOSKIE,NC
340099,EAST CAROLINA HEALTH,AHOSKIE,NC
340107,EAST CAROLINA HEALTH HERITAGE INC,TARBORO,NC
340109,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC
340109,SENTARA ALBEMARLE REGIONAL MEDICAL CENTER LLC,NORFOLK,VA
340113,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC
340113,CAROLINAS MEDICAL CENTER,CHARLOTTE,NC
340114,REX HOSPITAL INC,CHAPEL HILL,NC
340115,"FIRSTHEALTH OF THE CAROLINAS, INC",PINEHURST,NC
340116,DLP FRYE REGIONAL MEDICAL CENTER LLC,HICKORY,NC
340119,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340120,VIDANT DUPLIN HOSPITAL (FKA DUPLIN GENERAL HOSPITAL),KENANSVILLE,NC
340120,DUPLIN GENERAL HOSPITAL INCORPORATED,KENANSVILLE,NC
340123,"RANDOLPH HOSPITAL, INC.",ASHEBORO,NC
340126,"DLP WILSON MEDICAL CENTER, LLC",WILSON,NC
340127,GRANVILLE HEALTH INC,OXFORD,NC
340127,GRANVILLE HEALTH SYSTEM,OXFORD,NC
340129,MOORESVILLE HOSPITAL MANAGEMENT ASSOCIATES LLC,MOORESVILLE,NC
340130,ATRIUM HEALTH UNION (FKA CAROLINAS HEALTHCARE SYSTEM UNION),MONROE,NC
340130,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340131,CAROLINAEAST MEDICAL CENTER,NEW BERN,NC
340132,MARIA PARHAM MEDICAL CENTER (AKA MARIA PARHAM HEALTH),HENDERSON,NC
340132,"DLP MARIA PARHAM MEDICAL CENTER, LLC",HENDERSON,NC
340133,WILLIAMSTON HOSPITAL CORPORATION,BRENTWOOD,TN
340141,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC
340142,CARTERET COUNTY GENERAL HOSPITAL CORP,MOREHEAD CITY,NC
340143,CATAWBA VALLEY MEDICAL CENTER,CHARLOTTE,NC
340144,STATESVILLE HMA LLC,STATESVILLE,NC
340145,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340147,NASH HOSPITALS INC,ROCKY MOUNT,NC
340151,HALIFAX REGIONAL MEDICAL CENTER INC,ROANOKE,NC
340155,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DURHAM,NC
340158,"BRUNSWICK COMMUNITY HOSPITAL, LLC",WINSTON SALEM,NC
340159,DLP PERSON MEMORIAL HOSPITAL LLC,ROXBORO,NC
340166,ATRIUM HEALTH UNIVERSITY CITY (FKA CAROLINAS HEALTHCARE SYSTEM UNIVERSITY),CHARLOTTE,NC
340166,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,CHARLOTTE,NC
340171,PRESBYTERIAN MEDICAL CARE CORP,WINSTON SALEM,NC
340173,WAKEMED,CHARLOTTE,NC
340183,THE PRESBYTERIAN HOSPITAL,WINSTON SALEM,NC
340184,DLP HAYWOOD REGIONAL MEDICAL CENTER LLC,BRENTWOOD,TN
340186,EAST CAROLINA HEALTH-BEAUFORT INC,WASHINGTON,NC
340187,DAVIE MEDICAL CENTER,BERMUDA RUN,NC
340188,HOKE HEALTHCARE LLC,FAYETTEVILLE,NC
341304,VIDANT BERTIE HOSPITAL (FKA BERTIE MEMORIAL HOSPITAL),WINDSOR,NC
341311,CHATHAM HOSPITAL,SILER CITY,NC
341314,WASHINGTON REGIONAL MEDICAL CENTER (FKA WASHINGTON COUNTY HOSPITAL),PLYMOUTH,NC
341318,VIDANT CHOWAN HOSPITAL (FKA CHOWAN HOSPITAL),EDENTON,NC
350002,ST ALEXIUS MEDICAL CENTER,BISMARCK,ND
350006,TRINITY HOSPITALS,MINOT,ND
350011,SANFORD BROADWAY MEDICAL CENTER,FARGO,ND
350011,SANFORD MEDICAL CENTER FARGO,FARGO,ND
350015,SANFORD BISMARCK,SIOUX FALLS,SD
350019,ALTRU HEALTH SYSTEM,GRAND FORKS,ND
350070,INNOVIS HEALTH LLC,FARGO,ND
360001,"MERCY HEALTH - ANDERSON HOSPITAL, LLC",CINCINNATI,OH
360002,SAMARITAN REGIONAL HEALTH SYSTEM,ASHLAND,OH
360003,UNIVERSITY OF CINCINNATI MEDICAL CENTER LLC,CINCINNATI,OH
360006,OHIOHEALTH RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH
